ID,Hora de inicio,Hora de finalización,Correo electrónico,Nombre,Total de puntos,Comentarios del cuestionario,Hora de la última modificación,Nombre del Negocio/Institución,Puntos: Nombre del Negocio/Institución,Comentarios: Nombre del Negocio/Institución,Seleccionar el Tipo de Negocio/Institución,Puntos: Seleccionar el Tipo de Negocio/Institución,Comentarios: Seleccionar el Tipo de Negocio/Institución,Seleccionar el tamaño del negocio/institución,Puntos: Seleccionar el tamaño del negocio/institución,Comentarios: Seleccionar el tamaño del negocio/institución,¿Quién está al frente del negocio/institución? ,Puntos: ¿Quién está al frente del negocio/institución? ,Comentarios: ¿Quién está al frente del negocio/institución? ,Edad aproximada del personal ,Puntos: Edad aproximada del personal ,Comentarios: Edad aproximada del personal ,¿Como sientes que esta tu negocio/institución frente a la competencia?,Puntos: ¿Como sientes que esta tu negocio/institución frente a la competencia?,Comentarios: ¿Como sientes que esta tu negocio/institución frente a la competencia?,¿Qué herramientas digitales utilizas hoy? - Selección Múltiple,Comentarios: ¿Qué herramientas digitales utilizas hoy? - Selección Múltiple,Puntos: ¿Qué herramientas digitales utilizas hoy? - Selección Múltiple,¿Qué tan visible consideras hoy a tu negocio/institución en internet cuando alguien busca experiencias o turismo en Parras?,Comentarios: ¿Qué tan visible consideras hoy a tu negocio/institución en internet cuando alguien busca experiencias o turismo en Parras?,Puntos: ¿Qué tan visible consideras hoy a tu negocio/institución en internet cuando alguien busca experiencias o turismo en Parras?,¿Crees que tus clientes esperan hoy más tecnología de la que actualmente ofreces?,Comentarios: ¿Crees que tus clientes esperan hoy más tecnología de la que actualmente ofreces?,Puntos: ¿Crees que tus clientes esperan hoy más tecnología de la que actualmente ofreces?,"¿Cuándo las personas buscan experiencias turísticas usando herramientas como Google o ChatGPT, ¿qué tan preparado crees que está tu negocio/institución para aparecer o ser recomendado?","Comentarios: ¿Cuándo las personas buscan experiencias turísticas usando herramientas como Google o ChatGPT, ¿qué tan preparado crees que está tu negocio/institución para aparecer o ser recomendado?","Puntos: ¿Cuándo las personas buscan experiencias turísticas usando herramientas como Google o ChatGPT, ¿qué tan preparado crees que está tu negocio/institución para aparecer o ser recomendado?","En una escala del 1 al 5, ¿Qué tan digital consideras tu negocio/institución? (Piensa en rapidez, orden, visibilidad de la información y control)","Comentarios: En una escala del 1 al 5, ¿Qué tan digital consideras tu negocio/institución? (Piensa en rapidez, orden, visibilidad de la información y control)","Puntos: En una escala del 1 al 5, ¿Qué tan digital consideras tu negocio/institución? (Piensa en rapidez, orden, visibilidad de la información y control)",Comentarios: ¿Cómo gestionas hoy tu operación? ,Puntos: ¿Cómo gestionas hoy tu operación? ,Reservación,Comentarios: Reservación,Puntos: Reservación,Pagos,Puntos: Pagos,Comentarios: Pagos,Inventarios,Puntos: Inventarios,Comentarios: Inventarios,Facturación,Puntos: Facturación,Comentarios: Facturación,Atención Clientes,Puntos: Atención Clientes,Comentarios: Atención Clientes,Puntos: ¿Te ha sucedido algunos de estos problemas?,Comentarios: ¿Te ha sucedido algunos de estos problemas?,Reservas duplicadas que causan errores operativos,Puntos: Reservas duplicadas que causan errores operativos,Comentarios: Reservas duplicadas que causan errores operativos,Falta de control de inventario,Puntos: Falta de control de inventario,Comentarios: Falta de control de inventario,Mucho tiempo en tareas administrativas que no generan ingresos,Puntos: Mucho tiempo en tareas administrativas que no generan ingresos,Comentarios: Mucho tiempo en tareas administrativas que no generan ingresos,Falta de información para tomar decisiones oportunas,Puntos: Falta de información para tomar decisiones oportunas,Comentarios: Falta de información para tomar decisiones oportunas,Tener los datos en distintos lugares,Puntos: Tener los datos en distintos lugares,Comentarios: Tener los datos en distintos lugares,¿Qué tan dispuesto(a) estarías a probar herramientas digitales nuevas?,Puntos: ¿Qué tan dispuesto(a) estarías a probar herramientas digitales nuevas?,Comentarios: ¿Qué tan dispuesto(a) estarías a probar herramientas digitales nuevas?,¿Qué te detiene más para usar tecnología? Selección Múltiple.,Puntos: ¿Qué te detiene más para usar tecnología? Selección Múltiple.,Comentarios: ¿Qué te detiene más para usar tecnología? Selección Múltiple.,¿Quién maneja la tecnología en tu negocio/institución?,Puntos: ¿Quién maneja la tecnología en tu negocio/institución?,Comentarios: ¿Quién maneja la tecnología en tu negocio/institución?,En general el equipo,Puntos: En general el equipo,Comentarios: En general el equipo,¿Qué tan cómodo(a) te sientes aprendiendo algo digital nuevo?,Puntos: ¿Qué tan cómodo(a) te sientes aprendiendo algo digital nuevo?,Comentarios: ¿Qué tan cómodo(a) te sientes aprendiendo algo digital nuevo?,¿Qué tipo de capacitación te sería más útil? Selección Múltiple,Comentarios: ¿Qué tipo de capacitación te sería más útil? Selección Múltiple,Puntos: ¿Qué tipo de capacitación te sería más útil? Selección Múltiple,"Si la persona que hoy maneja la tecnología se fuera, tu negocio/institución…","Comentarios: Si la persona que hoy maneja la tecnología se fuera, tu negocio/institución…","Puntos: Si la persona que hoy maneja la tecnología se fuera, tu negocio/institución…",¿Qué habilidades crees que más faltan hoy? Selección Múltiple.,Comentarios: ¿Qué habilidades crees que más faltan hoy? Selección Múltiple.,Puntos: ¿Qué habilidades crees que más faltan hoy? Selección Múltiple.,¿Cómo llegan hoy la mayoría de tus clientes? Selección Múltiple.,Comentarios: ¿Cómo llegan hoy la mayoría de tus clientes? Selección Múltiple.,Puntos: ¿Cómo llegan hoy la mayoría de tus clientes? Selección Múltiple.,"¿Cuándo alguien nuevo ingresa al negocio/institución, aprender cómo se trabaja aquí es:","Comentarios: ¿Cuándo alguien nuevo ingresa al negocio/institución, aprender cómo se trabaja aquí es:","Puntos: ¿Cuándo alguien nuevo ingresa al negocio/institución, aprender cómo se trabaja aquí es:",¿Tus procesos están? Selección Múltiple,Comentarios: ¿Tus procesos están? Selección Múltiple,Puntos: ¿Tus procesos están? Selección Múltiple,¿Qué actividades te quitan más tiempo? Selección Múltiple.,Comentarios: ¿Qué actividades te quitan más tiempo? Selección Múltiple.,Puntos: ¿Qué actividades te quitan más tiempo? Selección Múltiple.,¿Qué indicadores manejas en tu negocio/institución? Selección Múltiple.,Comentarios: ¿Qué indicadores manejas en tu negocio/institución? Selección Múltiple.,Puntos: ¿Qué indicadores manejas en tu negocio/institución? Selección Múltiple.,¿Y cómo los mides y das seguimiento? Selección Múltiple,Comentarios: ¿Y cómo los mides y das seguimiento? Selección Múltiple,Puntos: ¿Y cómo los mides y das seguimiento? Selección Múltiple,"Cuando hay errores o retrabajos, normalmente se deben a:","Comentarios: Cuando hay errores o retrabajos, normalmente se deben a:","Puntos: Cuando hay errores o retrabajos, normalmente se deben a:",¿Quién toma las decisiones importantes?,Comentarios: ¿Quién toma las decisiones importantes?,Puntos: ¿Quién toma las decisiones importantes?,¿Qué consideras para esa toma de decisiones? Selección Múltiple,Comentarios: ¿Qué consideras para esa toma de decisiones? Selección Múltiple,Puntos: ¿Qué consideras para esa toma de decisiones? Selección Múltiple,"¿Qué tanto usas información digital (reservas, mensajes, visitas, comentarios) para mejorar tus ventas y decisiones comerciales?","Comentarios: ¿Qué tanto usas información digital (reservas, mensajes, visitas, comentarios) para mejorar tus ventas y decisiones comerciales?","Puntos: ¿Qué tanto usas información digital (reservas, mensajes, visitas, comentarios) para mejorar tus ventas y decisiones comerciales?",¿Te interesa crecer o innovar en los próximos dos años?,Comentarios: ¿Te interesa crecer o innovar en los próximos dos años?,Puntos: ¿Te interesa crecer o innovar en los próximos dos años?,¿Qué pasaría si mañana tuvieras que abrir una segunda sucursal o atender el doble de los clientes?,Comentarios: ¿Qué pasaría si mañana tuvieras que abrir una segunda sucursal o atender el doble de los clientes?,Puntos: ¿Qué pasaría si mañana tuvieras que abrir una segunda sucursal o atender el doble de los clientes?,¿Qué te daría más confianza para adoptar tecnología? Selección Múltiple.,Comentarios: ¿Qué te daría más confianza para adoptar tecnología? Selección Múltiple.,Puntos: ¿Qué te daría más confianza para adoptar tecnología? Selección Múltiple.,"Después de responder esta encuesta, tu nivel de interés en usar tecnología para mejorar tu negocio es:","Comentarios: Después de responder esta encuesta, tu nivel de interés en usar tecnología para mejorar tu negocio es:","Puntos: Después de responder esta encuesta, tu nivel de interés en usar tecnología para mejorar tu negocio es:"
1,1/12/26 18:20:41,1/12/26 18:24:59,anonymous,,,,,Tacos ABACO,,,Restaurante;,,,6 a 15 personas,,,Dueño (a),,,31 a 45 años;,,,Similar,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Office (excel, word, power point);",,," 	Aparecemos en Google, sin estrategia",,,Tal vez,,,Algo preparados,,,3- promedio,,,,,Manual,,,Digital básica,,,Manual,,,Manual,,,Digital básica,,,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Si pocas veces,,,Si muchas veces,,,Dispuesto,,,No saber usarla,,,Un familiar,,,Necesita acompañamiento,,,No es de mi interés,,,Acompañamiento 1 a 1,,,Tendría algunas dificultades,,,Análisis de información,,,WhatsApp / mensajes,,,Regular,,," 	En tu cabeza",,,Compras,,,Rentabilidad,,,En un cuaderno,,,Falta de comunicación,,,En conjunto,,," 	Experiencia",,,La reviso de forma ocasional,,,Crecer poco a poco,,,Me costaría trabajo,,," 	Ver casos locales",,,Igual,,
2,1/13/26 12:09:03,1/13/26 12:16:14,anonymous,,,,,Lydia Martinez,,,Tour / Experiencia Turística;,,,16 a 30 personas,,,Dueño (a),,,45 a 60 años;,,,Similar,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Office (excel, word, power point);Punto de Venta (POS);",,," 	Aparecemos en Google, sin estrategia",,," 	Si",,,Algo preparados,,,4- aceptable,,,,,Digital básica,,,Digital básica,,,Digital básica,,,Digital básica,,,Digital básica,,,,,Si pocas veces,,,Rara vez,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Dispuesto,,,Falta de tiempo,,," 	Yo",,," 	Aprende rápido nuevas herramientas",,," 	Muy cómodo",,," 	Taller práctico presencial",,,Tendría algunas dificultades,,,Atención al cliente,,," 	Recomendación / boca a boca",,," 	Muy fácil",,,En Excel / Google sheets,,," 	Administración",,,Costos,,,En Excel / Google sheet,,," 	Falta de información",,," 	El dueño(a)",,," 	Experiencia",,,La reviso de forma ocasional,,,Crecer poco a poco,,,Me costaría trabajo,,," 	Ver casos locales",,,Mayor,,
3,1/13/26 18:14:38,1/13/26 18:29:28,anonymous,,,,,Club Pepes - Min Aguirre,,,Restaurante;,,,16 a 30 personas,,,Dueño (a),,,20 a 30 años;,,,Similar,,,"Redes sociales (Instagram, Facebook, Tiktok);Punto de Venta (POS);Office (excel, word, power point);Whatsapp;",,," 	Sólo redes sociales básicas",,," 	Si",,,Algo preparados,,,2- poco digital,,,,,Digital básica,,,Digital avanzada,,,Manual,,,Digital avanzada,,,Digital básica,,,,,Rara vez,,,Si muchas veces,,,Si pocas veces,,,Si muchas veces,,,Rara vez,,,Muy dispuesto,,,No saber usarla;Nadie que me ayude;,,,Un colaborador joven,,," 	Aprende rápido nuevas herramientas",,," 	Muy cómodo",,," 	Taller práctico presencial;Videos cortos;",,," 	Seguiría operando sin problema",,,"Análisis de información; 	Uso de tecnología;Liderazgo;",,," 	Recomendación / boca a boca;Google / búsquedas;",,," 	Muy fácil",,,Documentados y claros,,," 	Administración;",,," 	Ventas diarias;Ocupación;Costos;",,,En Excel / Google sheet,,," 	Falta de información",,," 	El dueño(a)",,," 	Experiencia",,,La utilizo para algunas decisiones,,,Expandirme,,,Me costaría trabajo,,," 	Ver casos locales;Acompañamiento;Capacitación clara;",,,Mayor,,
4,1/14/26 12:04:36,1/14/26 12:25:24,anonymous,,,,,Las Parras de Santa María - Emanuel Cárdenas Castro,,,Restaurante;,,,1 a 5 personas,,,Dueño (a),,,31 a 45 años;,,,Similar,,,"Redes sociales (Instagram, Facebook, Tiktok);Punto de Venta (POS);",,," 	Tenemos una buena presencia en Google y redes",,," 	Si",,,Algo preparados,,,2- poco digital,,,,,Digital básica,,,Digital avanzada,,,Manual,,,Digital avanzada,,,Digital básica,,,,,Rara vez,,,Si muchas veces,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Muy dispuesto,,,No saber usarla;,,,Un colaborador joven,,," 	Aprende rápido nuevas herramientas",,," 	Muy cómodo",,," 	Taller práctico presencial;Videos cortos;",,,Tendría algunas dificultades,,," 	Uso de tecnología;Análisis de información;",,," 	Recomendación / boca a boca;Redes sociales;Google / búsquedas; 	Campañas digitales / reservas en línea;",,," 	Muy fácil",,," 	En tu cabeza;",,,Compras;,,," 	Ventas diarias;Ocupación;Costos;",,,Un sistema;,,,Falta de comunicación,,,Según la urgencia,,," 	Experiencia",,,La utilizo con frecuencia,,,Expandirme,,,No lo veo posible hoy,,,Acompañamiento;Bajo costo;Capacitación clara;,,,Mayor,,
5,1/14/26 16:51:28,1/14/26 17:10:26,anonymous,,,,,Universidad Tecnológica de Parras - Oscar Medina,,,Otros (especificar);,,,16 a 30 personas,,,Administrador / Gerente,,,45 a 60 años;20 a 30 años;,,,Similar,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Office (excel, word, power point);Google sheet;",,," 	Tenemos una buena presencia en Google y redes",,,Tal vez,,,Bastante preparados,,,5- muy digital,,,,,Digital avanzada,,,Digital avanzada,,,Digital avanzada,,,Digital avanzada,,,Digital avanzada,,,,,Si pocas veces,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Rara vez,,,Muy dispuesto,,," 	Costo;",,," 	Yo",,,Necesita acompañamiento,,," 	Muy cómodo",,," 	Taller práctico presencial;Videos cortos;Acompañamiento 1 a 1;Manuales sencillos;",,," 	Seguiría operando sin problema",,,Organización;,,," 	Recomendación / boca a boca;Redes sociales;WhatsApp / mensajes;Google / búsquedas; 	Campañas digitales / reservas en línea;",,," 	Muy fácil",,,Documentados y claros;,,," 	Administración;",,," 	Ventas diarias;Ocupación;Costos;Rentabilidad;",,,Un sistema;,,,Falta de comunicación,,,En conjunto,,," 	Experiencia;Datos;Opinión de otros;",,,La utilizo con frecuencia,,,Expandirme,,," 	Podría hacerlo sin problema",,," 	Ver casos locales;Acompañamiento;Capacitación clara;",,,Mucho mayor,,
6,1/15/26 9:29:30,1/15/26 10:20:09,anonymous,,,,,Rincón San Miguel - Araceli Flores,,,Restaurante;,,,6 a 15 personas,,,Dueño (a),,,20 a 30 años;45 a 60 años;,,,Similar,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Punto de Venta (POS);Office (excel, word, power point);Sistemas Especializados;",,," 	Tenemos una buena presencia en Google y redes",,," 	Si",,,No estamos preparados,,,3- promedio,,,,,Digital básica,,,Digital avanzada,,,Digital avanzada,,,Digital avanzada,,,Digital básica,,,,,Rara vez,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Si pocas veces,,,Neutral,,,No saber usarla;,,,Externo,,,Necesita acompañamiento,,," 	Muy cómodo",,," 	Taller práctico presencial;Manuales sencillos;",,," 	Seguiría operando sin problema",,," 	Uso de tecnología;Liderazgo;",,,Redes sociales;Google / búsquedas;,,,Regular,,,"En Excel / Google sheets;Recursos electrónicos (videos, etc.);",,," 	Administración;Coordinación del personal;",,," 	Ventas diarias;Ocupación;Costos;Rentabilidad;",,,Un sistema;En Excel / Google sheet;,,,Falta de comunicación,,,En conjunto,,,"Datos; 	Experiencia;",,,La utilizo con frecuencia,,,Expandirme,,,Sería muy complicado,,,Bajo costo;Capacitación clara;,,,Mucho mayor,,
7,1/15/26 10:20:49,1/15/26 10:51:53,anonymous,,,,,Hotel Posadas Santa Isabel - Holanda Contreras,,,Hotel / Hospedaje;Restaurante;,,,16 a 30 personas,,,Dueño (a),,,20 a 30 años;45 a 60 años;,,,Un poco rezagado,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Punto de Venta (POS);Office (excel, word, power point);",,," 	Sólo redes sociales básicas",,,Tal vez,,,Algo preparados,,,3- promedio,,,,,Digital básica,,,Digital básica,,,Digital básica,,,Digital avanzada,,,Digital básica,,,,,Rara vez,,,Rara vez,,,Si pocas veces,,,Rara vez,,,Rara vez,,,Muy dispuesto,,," 	Costo;",,,Externo,,," 	Aprende rápido nuevas herramientas",,,Se me dificulta,,,Acompañamiento 1 a 1;,,,Tendría algunas dificultades,,," 	Uso de tecnología;Organización;Análisis de información;",,," 	Recomendación / boca a boca;Redes sociales;WhatsApp / mensajes;Google / búsquedas; 	Campañas digitales / reservas en línea;",,," 	Muy fácil",,,Documentados;En Excel / Google sheets;,,,Reportes;Compras;,,," 	Ventas diarias;Ocupación;Costos;Rentabilidad;",,,En Excel / Google sheet;,,,Falta de comunicación,,," 	El dueño(a)",,," 	Experiencia;Datos;",,,La utilizo con frecuencia,,,Crecer poco a poco,,," 	Podría hacerlo sin problema",,,"Bajo costo;Acompañamiento; 	Ver casos locales;",,,Mayor,,
8,1/15/26 10:59:37,1/15/26 11:26:54,anonymous,,,,,Tour Operador Visit Parras DMC (destination management company) - Lorenia Martínez,,,Tour / Experiencia Turística;,,,1 a 5 personas,,,Dueño (a),,,31 a 45 años;45 a 60 años;,,,Mejor que la mayoría,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Office (excel, word, power point);",,," 	Sólo redes sociales básicas",,,Tal vez,,," 	No lo había pensado",,,3- promedio,,,,,Manual,,,Digital básica,,,Digital básica,,,Digital avanzada,,,Manual,,,,,Rara vez,,,Rara vez,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Muy dispuesto,,," 	Costo;Falta de tiempo;No saber usarla;",,," 	Yo",,," 	Aprende rápido nuevas herramientas",,," 	Muy cómodo",,," 	Taller práctico presencial;Acompañamiento 1 a 1;Videos cortos;Manuales sencillos;",,," 	Seguiría operando sin problema",,," 	Uso de tecnología;",,," 	Recomendación / boca a boca;Redes sociales;",,," 	Muy fácil",,,Documentados;,,," 	Administración;Atención a clientes;",,,Rentabilidad;Otros;,,,En Excel / Google sheet;,,," 	Falta de información",,," 	El dueño(a)",,," 	Experiencia;Intuición;Datos;",,," 	No uso información",,,Crecer poco a poco,,," 	Podría hacerlo sin problema",,," 	Ver casos locales;Acompañamiento;Bajo costo;Capacitación clara;",,,Igual,,
9,1/15/26 12:35:04,1/15/26 12:52:14,anonymous,,,,,Hotel - Hospedaje Parras - Carlos Cerda,,,Hotel / Hospedaje;,,,1 a 5 personas,,,Dueño (a),,,31 a 45 años;45 a 60 años;,,,Mejor que la mayoría,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Office (excel, word, power point);Google sheet;",,," 	Tenemos una buena presencia en Google y redes",,," 	Si",,,Algo preparados,,,4- aceptable,,,,,Manual,,,Digital básica,,,Digital básica,,,Digital avanzada,,,Digital básica,,,,,Rara vez,,,Rara vez,,,Si pocas veces,,,Si pocas veces,,,Rara vez,,,Muy dispuesto,,," 	Costo;Falta de tiempo;",,,Un familiar,,,Necesita acompañamiento,,," 	Muy cómodo",,," 	Taller práctico presencial;Videos cortos;",,,Tendría algunas dificultades,,," 	Uso de tecnología;Atención al cliente;Análisis de información;",,," 	Recomendación / boca a boca;Redes sociales;WhatsApp / mensajes;Google / búsquedas; 	Campañas digitales / reservas en línea;",,," 	Muy fácil",,," 	En tu cabeza;En Excel / Google sheets;Documentados;",,," 	Administración;Compras;Reportes;",,,"Ocupación;Costos;Rentabilidad; 	Ventas diarias;",,,En Excel / Google sheet;,,,Falta de comunicación,,,En conjunto,,," 	Experiencia;Intuición;Datos;Opinión de otros;",,,La utilizo para algunas decisiones,,,Crecer poco a poco,,,Me costaría trabajo,,,Capacitación clara;Acompañamiento;,,,Mucho mayor,,
10,1/15/26 13:34:12,1/15/26 13:49:28,anonymous,,,,,Bodega de Vinos Segovia Fuantos - Damián Pérez Rodriguez,,,Viñedo / Casa de Vino;,,,6 a 15 personas,,,Dueño (a),,,20 a 30 años;31 a 45 años;,,,Un poco rezagado,,,"Whatsapp;Redes sociales (Instagram, Facebook, Tiktok);Punto de Venta (POS);Office (excel, word, power point);",,," 	Aparecemos en Google, sin estrategia",,," 	Si",,,No estamos preparados,,,2- poco digital,,,,,N/A,,,Digital básica,,,Digital básica,,,Digital avanzada,,,Digital básica,,,,,N/A,,,Si muchas veces,,,Si pocas veces,,,Si muchas veces,,,Si muchas veces,,,Dispuesto,,,Falta de tiempo;Nadie que me ayude;,,,Externo,,,Necesita acompañamiento,,," 	Muy cómodo",,," 	Taller práctico presencial;",,,Tendría algunas dificultades,,," 	Uso de tecnología;Organización;Atención al cliente;Análisis de información;Liderazgo;",,," 	Recomendación / boca a boca;Redes sociales;",,,Regular,,," 	En tu cabeza;En libretas;En Excel / Google sheets;",,," 	Administración;Compras;Coordinación del personal;",,," 	Ventas diarias;Costos;",,,En Excel / Google sheet;En un cuaderno;,,,Falta de comunicación,,," 	El dueño(a)",,,"Intuición;Opinión de otros; 	Experiencia;",,,La utilizo para algunas decisiones,,,Expandirme,,,Me costaría trabajo,,,Acompañamiento;Capacitación clara;,,,Mayor,,
